zip_code
11209
11220
10040
10035
11215
11212
11216
11101
11238
10009
10016
11213
11201
11211
10031
11233
10065
11249
11221
10021
10027
10023
11214
11210
10001
11385
10003
10002
10012
10028
10019
11222
11206
10025
11231
10115
11237
10120
10013
11234
11236
11413
10452
10032
11226
10034
10457
11355
11208
11378
11207
10459
11203
11229
10275
10033
11205
11102
11370
11374
10029
10011
11377
11103
10468
10451
10024
10026
10018
10118
10465
10305
10458
11360
10469
11354
10036
11429
11365
11434
10462
11367
11432
10022
11693
11691
11235
10461
11692
10306
11369
11375
11411
11436
11368
11218
10014
10304
10037
10044
10128
10155
11412
11361
10466
11418
11373
10314
10030
11358
11105
11225
11422
11106
11219
10456
10455
10453
11217
11232
11104
10454
11223
11379
10301
10310
11421
10302
11417
10004
10005
10199
10038
10010
10017
10006
10075
11224
11356
11428
10470
11694
12692
10474
11426
10308
10463
10473
10467
11433
10119
10464
12235
10303
11362
10039
10475
11435
11366
10307
11364
11372
11416
10041
11420
10069
10007
10312
10471
11419
11204
11228
11227
11415
11230
11414
10205
10105
11109
11357
11242
10279
10045
10129
10000
10107
11423
11427
10309
10460
10472
10048
10110
10178
10280
10281
11239
10168
11251
10158
11359
10282
10008
10162
07093
11430
10111
10169
11363
11003
10153
11580
10121
11371
10152
11425
