total_population,median_income,median_rent,median_home_value,vacant_units,total_units,avg_commute_time,median_age,non_hispanic_white,hispanic_population,per_capita_income,poverty_count,median_year_built,rent_burden_30_50,total_housing_units,bachelors_degree,workers_public_transit,vehicles_available,zip_code
98713.0,46228.0,1482.0,411000.0,2096.0,40529.0,38299.0,35.9,52267.0,8583.0,25932.0,24719.0,40529.0,2654.0,40529.0,14529.0,38299.0,38433.0,10467
38865.0,73118.0,1321.0,586800.0,815.0,11701.0,14829.0,34.5,5393.0,1135.0,27108.0,5391.0,11701.0,471.0,11701.0,5657.0,14829.0,10886.0,11433
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10119
4292.0,129109.0,1794.0,630700.0,136.0,2126.0,1919.0,49.4,1240.0,2842.0,70987.0,182.0,2126.0,107.0,2126.0,693.0,1919.0,1990.0,10464
27083.0,78578.0,1399.0,433600.0,780.0,9455.0,11079.0,36.3,10573.0,4699.0,32373.0,4853.0,9455.0,242.0,9455.0,4017.0,11079.0,8675.0,10303
18426.0,113688.0,2426.0,669000.0,495.0,7659.0,7468.0,50.3,1700.0,6907.0,52538.0,1169.0,7659.0,257.0,7659.0,2208.0,7468.0,7164.0,11362
29887.0,51904.0,1158.0,576900.0,756.0,12933.0,10258.0,37.5,9782.0,1997.0,31057.0,7854.0,12933.0,1106.0,12933.0,4017.0,10258.0,12177.0,10039
43517.0,57003.0,1207.0,30800.0,332.0,18715.0,15371.0,43.5,13319.0,1868.0,30495.0,6004.0,18715.0,1327.0,18715.0,7584.0,15371.0,18383.0,10475
59961.0,76915.0,1775.0,525000.0,1342.0,20692.0,25058.0,36.1,17541.0,8247.0,33857.0,7971.0,20692.0,1398.0,20692.0,5147.0,25058.0,19350.0,11435
13659.0,114881.0,2022.0,928200.0,409.0,5049.0,5367.0,43.4,1912.0,4626.0,43956.0,1299.0,5049.0,88.0,5049.0,1527.0,5367.0,4640.0,11366
14755.0,124738.0,1449.0,785200.0,254.0,5471.0,6394.0,42.6,1557.0,12687.0,52360.0,685.0,5471.0,203.0,5471.0,2080.0,6394.0,5217.0,10307
38124.0,100577.0,2268.0,758300.0,724.0,14546.0,16021.0,44.8,6265.0,11524.0,44661.0,2310.0,14546.0,463.0,14546.0,4790.0,16021.0,13822.0,11364
67001.0,73089.0,1760.0,428800.0,1183.0,26542.0,29242.0,41.3,35098.0,12277.0,38895.0,9576.0,26542.0,1382.0,26542.0,12083.0,29242.0,25359.0,11372
27794.0,84085.0,1840.0,724200.0,470.0,7955.0,11484.0,36.8,12529.0,3128.0,42829.0,3572.0,7955.0,286.0,7955.0,4530.0,11484.0,7485.0,11416
51153.0,97919.0,1969.0,654700.0,923.0,14759.0,23094.0,40.9,10878.0,2112.0,32695.0,5154.0,14759.0,483.0,14759.0,10115.0,23094.0,13836.0,11420
6259.0,197680.0,3286.0,1817100.0,709.0,3851.0,2795.0,40.0,551.0,2713.0,148668.0,1493.0,3851.0,22.0,3851.0,286.0,2795.0,3142.0,10069
7506.0,250001.0,3501.0,2000001.0,618.0,3702.0,3409.0,34.7,966.0,4658.0,191709.0,152.0,3702.0,303.0,3702.0,190.0,3409.0,3084.0,10007
63473.0,107414.0,1773.0,665100.0,1229.0,22553.0,26440.0,40.9,8138.0,48291.0,45609.0,3707.0,22553.0,450.0,22553.0,12100.0,26440.0,21324.0,10312
22888.0,111418.0,1680.0,371400.0,314.0,9238.0,7854.0,45.8,7333.0,11780.0,59913.0,1439.0,9238.0,355.0,9238.0,1822.0,7854.0,8924.0,10471
48096.0,90818.0,1868.0,654700.0,703.0,13611.0,21603.0,41.4,8584.0,1746.0,30634.0,5156.0,13611.0,447.0,13611.0,9121.0,21603.0,12908.0,11419
80575.0,64172.0,1677.0,1066800.0,2290.0,27408.0,28264.0,34.7,9128.0,42909.0,25404.0,15434.0,27408.0,1196.0,27408.0,12686.0,28264.0,25118.0,11204
44196.0,83980.0,1732.0,1122100.0,1176.0,16650.0,16937.0,43.2,5607.0,21904.0,42006.0,5643.0,16650.0,407.0,16650.0,7801.0,16937.0,15474.0,11228
20315.0,88306.0,1863.0,373500.0,911.0,9499.0,9198.0,41.6,4661.0,8596.0,52769.0,1638.0,9499.0,451.0,9499.0,2183.0,9198.0,8588.0,11415
90245.0,65051.0,1680.0,859100.0,2427.0,34324.0,32163.0,35.8,10644.0,53293.0,33980.0,16967.0,34324.0,1691.0,34324.0,10493.0,32163.0,31897.0,11230
30374.0,95370.0,1978.0,596300.0,747.0,12148.0,11717.0,45.9,7506.0,19140.0,49381.0,1871.0,12148.0,235.0,12148.0,5703.0,11717.0,11401.0,11414
7280.0,173939.0,3501.0,544600.0,1516.0,4842.0,3317.0,33.9,558.0,3659.0,99130.0,149.0,4842.0,284.0,4842.0,360.0,3317.0,3326.0,11109
42792.0,95987.0,2184.0,906800.0,838.0,16346.0,15832.0,47.3,6338.0,24006.0,47050.0,3077.0,16346.0,234.0,16346.0,7333.0,15832.0,15508.0,11357
161.0,250001.0,3501.0,-666666666.0,75.0,150.0,61.0,48.3,0.0,161.0,757353.0,0.0,150.0,0.0,150.0,0.0,61.0,75.0,10279
29921.0,79500.0,1662.0,678700.0,497.0,10443.0,13181.0,43.9,4388.0,3155.0,35128.0,3233.0,10443.0,414.0,10443.0,4593.0,13181.0,9946.0,11423
25187.0,84691.0,1665.0,678400.0,370.0,8416.0,9869.0,44.3,5280.0,3740.0,36617.0,2691.0,8416.0,227.0,8416.0,3599.0,9869.0,8046.0,11427
34740.0,110123.0,1983.0,699200.0,605.0,12397.0,14202.0,40.8,3322.0,29024.0,49906.0,2507.0,12397.0,333.0,12397.0,6080.0,14202.0,11792.0,10309
59852.0,33080.0,1299.0,576500.0,1328.0,23142.0,20611.0,34.0,38921.0,2291.0,20346.0,21301.0,23142.0,1582.0,23142.0,9309.0,20611.0,21814.0,10460
65283.0,40025.0,1392.0,581100.0,2256.0,24370.0,20948.0,32.5,40254.0,1376.0,20602.0,20704.0,24370.0,1504.0,24370.0,10471.0,20948.0,22114.0,10472
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10110
8843.0,206150.0,3501.0,793600.0,526.0,4819.0,5075.0,45.3,1090.0,5403.0,145055.0,406.0,4819.0,134.0,4819.0,345.0,5075.0,4293.0,10280
16808.0,38670.0,1018.0,467600.0,371.0,8738.0,5598.0,45.7,2674.0,2528.0,30852.0,3772.0,8738.0,967.0,8738.0,2850.0,5598.0,8367.0,11239
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10168
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11359
6450.0,250001.0,3501.0,2000001.0,245.0,2880.0,2991.0,38.7,278.0,4607.0,190521.0,373.0,2880.0,156.0,2880.0,229.0,2991.0,2635.0,10282
1523.0,105391.0,3501.0,-666666666.0,152.0,1048.0,441.0,66.3,151.0,1314.0,73847.0,102.0,1048.0,0.0,1048.0,313.0,441.0,896.0,10162
64203.0,70683.0,1595.0,388200.0,1901.0,27482.0,29454.0,37.2,48392.0,9844.0,38876.0,12613.0,27482.0,1923.0,27482.0,10534.0,29454.0,25581.0,07093
332.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,90.0,29.5,84.0,75.0,10702.0,145.0,0.0,0.0,0.0,41.0,90.0,0.0,11430
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10169
7365.0,112625.0,2334.0,986000.0,39.0,2894.0,2853.0,46.3,915.0,3779.0,60702.0,657.0,2894.0,168.0,2894.0,379.0,2853.0,2855.0,11363
47515.0,119448.0,2234.0,535600.0,511.0,13118.0,22995.0,38.8,9776.0,6708.0,40141.0,2268.0,13118.0,149.0,13118.0,7645.0,22995.0,12607.0,11003
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10153
43396.0,132632.0,1943.0,575600.0,639.0,13815.0,20212.0,42.2,10481.0,9393.0,47699.0,1797.0,13815.0,181.0,13815.0,6359.0,20212.0,13176.0,11580
0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11371
0.0,-666666666.0,-666666666.0,-666666666.0,104.0,104.0,0.0,-666666666.0,0.0,0.0,-666666666.0,0.0,104.0,0.0,104.0,0.0,0.0,0.0,10152
